id,stratum,entity,probe,gen,batch,son,gpt,n_words,has_digit,n_chars,has_nonascii
graded_s3_2_q2,S3,Apple M5,3.349090142617705e-05,"The Apple M5 chip was announced in **June 2022**. It was introduced as part of the new MacBook Air and MacBook Pro models, featuring a significant upgrade in performance and efficiency compared to the previous M1 chip.",,COMMIT,COMMIT,2,True,8,False
graded_s3_30_q1,S3,Rivian R2,0.039356526346995754,"The **Rivian R2** is an **electric pickup truck** developed by **Rivian Automotive**, a U.S.-based electric vehicle company. It is part of Rivian's lineup of electric vehicles, which also includes the **R1T** (a four-door pickup truck) and the **R",,COMMIT,COMMIT,2,True,9,False
graded_s3_30_q2,S3,Rivian R2,0.12333214545451071,Rivian R2 customer deliveries began in **July 2024**.,,COMMIT,COMMIT,2,True,9,False
graded_s3_31_q1,S3,Star of the Seas (Royal Caribbean),0.2205995719815555,"The **Star of the Seas** is operated by **Carnival Cruise Lines**. It is one of the first ships in Carnival's fleet and was launched in 1991. It is known for being one of the first large cruise ships to offer a wide range of amenities and entertainment options, setting a",,COMMIT,COMMIT,6,False,34,False
graded_s3_31_q2,S3,Star of the Seas (Royal Caribbean),0.6911712087921682,The Star of the Seas entered service in **1991**. It was one of the first large cruise ships to be built in the United States and was operated by the Cunard Line.,,COMMIT,COMMIT,6,False,34,False
graded_s3_32_q1,S3,"Fujian (Chinese aircraft carrier, Type 003)",0.0014422938738671376,"The aircraft carrier Fujian is operated by the **People's Liberation Army Navy (PLAN)** of the **People's Republic of China**. It is the first domestically built aircraft carrier in China, commissioned in December 2019, and represents a significant advancement in China's naval capabilities.",,COMMIT,COMMIT,6,True,43,False
graded_s3_32_q2,S3,"Fujian (Chinese aircraft carrier, Type 003)",0.0020449695798757128,"The aircraft carrier Fujian was commissioned in **December 2022**. It is the first aircraft carrier of China to be built entirely domestically, marking a significant milestone in China's naval development.",,COMMIT,COMMIT,6,True,43,False
graded_s3_33_q1,S3,orforglipron,0.8535717460183792,"Oforglipron is not a known pharmaceutical drug, and there is no widely recognized pharmaceutical company associated with its development. It is possible that the name is misspelled, or it may refer to a drug that is not yet approved, under development, or not widely known.

If you meant a different drug or if",,FLAG,FLAG,1,False,12,False
graded_s3_33_q2,S3,orforglipron,0.9497076661433015,"Orofloxacin is a type of antibiotic, specifically a **fluoroquinolone**. It is used to treat a variety of bacterial infections, including respiratory tract infections, urinary tract infections, skin infections, and others.

### Key points about orofloxacin:
- **Class**: Fluoroquinol",,COMMIT,COMMIT,1,False,12,False
graded_s3_34_q1,S3,lenacapavir (Yeztugo),0.033454268427642285,"Lenacapavir is used to **prevent or treat** **HIV infection** (Human Immunodeficiency Virus).

It is a **long-acting antiretroviral drug** that belongs to a class of medications called **integrase inhibitors**. It is designed to be taken **once every four",,COMMIT,COMMIT,2,False,21,False
graded_s3_34_q2,S3,lenacapavir (Yeztugo),0.00900629271300021,"Lenacapavir was developed by **ViiV Healthcare**, a pharmaceutical company that specializes in the development and commercialization of medicines for the treatment of HIV. ViiV Healthcare is a joint venture between GlaxoSmithKline (GSK), Pfizer, and Shionogi.

Lenacapavir",,COMMIT,COMMIT,2,False,21,False
graded_s3_35_q1,S3,elinzanetant (Lynkuet),0.5544018478621319,"Elinzanetant was developed for the treatment of **menopausal vasomotor symptoms (VMS)**, such as **hot flashes and night sweats**.

It is a **selective neurokinin-3 (NK3) receptor antagonist**, which works by blocking the action of substance P, a",,COMMIT,COMMIT,2,False,22,False
graded_s3_35_q2,S3,elinzanetant (Lynkuet),0.4999041317907874,"Elinzanetant was developed by **Eli Lilly and Company**. It is a selective estrogen receptor downregulator (SERD) being investigated for the treatment of breast cancer, particularly in postmenopausal women. The drug is in clinical development and has shown promise in preclinical and early clinical studies.",,COMMIT,COMMIT,2,False,22,False
graded_s3_36_q1,S3,NISAR,0.001338557658015283,"The NISAR (NASA-ISRO Synthetic Aperture Radar) satellite mission was jointly developed by two space agencies:

1. **NASA (National Aeronautics and Space Administration)** – United States
2. **ISRO (Indian Space Research Organisation)** – India

The mission is a collaboration between NASA and IS",,COMMIT,COMMIT,1,False,5,False
graded_s3_36_q2,S3,NISAR,0.0012219578088902385,"The NISAR (NASA-ISRO Synthetic Aperture Radar) mission launched in **January 2023**. Specifically, it was launched on **January 18, 2023**, from the **Satish Dhawan Space Centre** in Sriharikota, India, aboard an **",,COMMIT,COMMIT,1,False,5,False
graded_s3_37_q1,S3,IMAP (Interstellar Mapping and Acceleration Probe),0.10805594026148663,"The primary objective of NASA's Interstellar Mapping and Acceleration Probe (IMAP) is to study the interaction between the solar wind and the interstellar medium at the edge of the solar system. Specifically, IMAP aims to:

1. **Map the boundary of the solar system** (the heliopause) and",,COMMIT,COMMIT,6,False,50,False
graded_s3_37_q2,S3,IMAP (Interstellar Mapping and Acceleration Probe),0.5908700463374889,"The Interstellar Mapping and Acceleration Probe (IMAP) spacecraft launched on **November 11, 2025**. It was launched aboard a SpaceX Falcon 9 rocket from the Cape Canaveral Space Force Station in Florida.",,COMMIT,COMMIT,6,False,50,False
graded_s3_38_q1,S3,ESCAPADE,0.27214643914110176,"NASA's ESCAPADE mission studies **Venus**. 

ESCAPADE stands for **EUV Solar Constant and Planetary Atmosphere Dynamics Experiment**. It is a proposed mission designed to study the upper atmosphere of Venus and the solar wind interaction with the planet. The mission aims to investigate how the solar wind affects",,COMMIT,COMMIT,1,False,8,False
graded_s3_38_q2,S3,ESCAPADE,0.9528563557082809,"The ESCAPADE mission did not launch. It was a proposed mission by the European Space Agency (ESA) to study the interstellar medium and the heliosphere, but it was canceled in 2011 due to budget constraints and the prioritization of other missions, such as the Euclid mission. Therefore",,COMMIT,COMMIT,1,False,8,False
graded_s3_39_q1,S3,Artemis II,1.7127827577383044e-05,"The objective of NASA's Artemis II mission is to conduct a **crewed lunar flyby** as part of the Artemis program, which aims to return humans to the Moon and establish a sustainable presence there. Specifically, Artemis II is designed to:

1. **Test systems and operations** for future lunar land",,COMMIT,COMMIT,2,False,10,False
graded_s3_39_q2,S3,Artemis II,0.006556135302671745,"As of my knowledge cutoff in October 2024, the Artemis II mission has not yet flown. The Artemis program, led by NASA, aims to return humans to the Moon, with Artemis I being an uncrewed test flight that launched in November 2022. Artemis II",,COMMIT,COMMIT,2,False,10,False
graded_s3_3_q1,S3,Intel Panther Lake,0.0014001541894866536,"Intel's **Panther Lake** is a **mobile processor platform** based on the **Intel 12th Gen Alder Lake architecture**, specifically designed for **high-performance laptops** and **ultrabooks**. It is part of Intel's **Meteor Lake** family, but it's important to clarify that",,COMMIT,COMMIT,3,False,18,False
graded_s3_3_q2,S3,Intel Panther Lake,0.0014488838829753172,"As of my knowledge cutoff in July 2024, Intel has not yet launched a processor line called ""Panther Lake."" It's possible that ""Panther Lake"" is a hypothetical or future processor codename that has not been officially announced or released.

Intel has been using codenames for its processor lines,",,FLAG,FLAG,3,False,18,False
graded_s3_4_q1,S3,Nvidia Vera Rubin (VR200 platform),0.1566652321937494,"As of now, there is no publicly known product called **""NVIDIA's Vera Rubin platform""**. It's possible that the name may be a mix-up, a misstatement, or a reference to a project or initiative that has not been officially announced or is still in development.

However, there is a **",,FLAG,FLAG,5,True,34,False
graded_s3_4_q2,S3,Nvidia Vera Rubin (VR200 platform),0.08387703641016687,"The NVIDIA Vera Rubin platform was first unveiled in **April 2023**. It was announced as part of NVIDIA's efforts to advance scientific discovery through AI, particularly in the field of astronomy. The platform is named in honor of Vera Rubin, the pioneering astrophysicist known for her work on dark",,COMMIT,COMMIT,5,True,34,False
graded_s3_5_q1,S3,Android 16,0.0032306392198477043,"As of my knowledge cutoff in October 2024, there is no official release of ""Android 16."" Android versions are typically named after desserts, and the latest stable version as of 2024 is Android 14, with Android 15 and Android 16 in development or",,COMMIT,COMMIT,2,True,10,False
graded_s3_5_q2,S3,Android 16,0.0007839185556672324,"A headline feature introduced in Android 16 is **""Enhanced Accessibility for Voice Assistant""**.

This update includes improvements to how the Voice Assistant interacts with users, particularly for those with disabilities. It enhances the ability of users to control their devices using voice commands, making the experience more intuitive and accessible.

Other notable",,COMMIT,COMMIT,2,True,10,False
graded_s3_6_q1,S3,Nintendo Switch 2,0.00018799728040246025,"As of my knowledge cutoff in July 2024, the Nintendo Switch 2 has **not been officially announced** by Nintendo. There have been rumors and leaks suggesting that a successor to the Nintendo Switch may be in development, but no official announcement has been made.

If you're referring to a specific leak or",,FLAG,COMMIT,3,True,17,False
graded_s3_6_q2,S3,Nintendo Switch 2,0.0003341590388911917,"As of now, in 2024, the Nintendo Switch 2 has not been officially released. Nintendo has not announced a specific release date for the Nintendo Switch 2. The original Nintendo Switch was released in March 2019, and there have been no official announcements about a successor model. Any",,COMMIT,COMMIT,3,True,17,False
graded_s3_7_q1,S3,Apple iPhone 17 Pro,0.0019345290238960901,"As of my knowledge cutoff in July 2024, there has been no official announcement or release of an ""Apple iPhone 17 Pro."" Apple typically announces new iPhone models in September, and the latest model as of 2024 is the iPhone 16 series, which was announced in September",,FLAG,COMMIT,4,True,19,False
graded_s3_7_q2,S3,Apple iPhone 17 Pro,0.0002046276089342702,"As of now, in 2024, the Apple iPhone 17 Pro has not been officially announced or released. Therefore, there is no publicly available information about the specific chip that powers the iPhone 17 Pro.

Apple typically announces new iPhone models in September each year, and the iPhone 16",,FLAG,FLAG,4,True,19,False
graded_s3_8_q1,S3,Samsung Galaxy Z Fold 7,0.00032152008227584846,"As of my knowledge cutoff in July 2024, the **Samsung Galaxy Z Fold 7** has not been officially released yet. The latest foldable phone in the Z Fold series is the **Galaxy Z Fold 6**, which was released in **August 2023**.

Samsung typically",,COMMIT,COMMIT,5,True,23,False
graded_s3_8_q2,S3,Samsung Galaxy Z Fold 7,0.0019328806021196858,"The Samsung Galaxy Z Fold 7 has a **foldable form factor**. It features a **hinged, dual-screen design** that allows the device to fold into a more compact size, making it easier to carry and use in a variety of scenarios.

Specifically, it has:

- A **7.6",,COMMIT,COMMIT,5,True,23,False
graded_s3_9_q1,S3,Death Stranding 2: On the Beach,0.13582235471196902,"""Death Stranding 2: On the Beach"" is not an officially announced or confirmed title. The original *Death Stranding* was developed by Kojima Productions, and while there have been rumors and speculation about a sequel, no official announcement has been made regarding a second game, let alone a title like *",,FLAG,COMMIT,6,True,31,False
graded_s3_9_q2,S3,Death Stranding 2: On the Beach,0.0955394731406377,"As of my knowledge cutoff in October 2024, there has been no official release date announced for *Death Stranding 2: On the Beach*. The first game, *Death Stranding*, was released in November 2019. While rumors and speculation about a sequel have circulated, no confirmed",,DEFLECT,COMMIT,6,True,31,False
graded_s4_0_q1,S4,Shippeo,0.998211715216506,"Shippeo specializes in **supply chain automation and logistics technology solutions**. The company provides software and services that help businesses streamline and optimize their supply chain operations, including order management, inventory tracking, warehouse management, and shipping logistics.

Shippeo's platform is designed to help companies of all sizes, particularly small and medium",,COMMIT,COMMIT,1,False,7,False
graded_s4_0_q2,S4,Shippeo,0.9987988969905952,Shippeo was founded in 2015.,,COMMIT,COMMIT,1,False,7,False
graded_s4_10_q1,S4,Stockpyl,0.8796486042174013,"The Python package **Stockpyl** is not a widely known or commonly used package in the Python ecosystem, and it does not appear to be a standard or well-documented library in the Python Package Index (PyPI) or major Python repositories like GitHub.

However, based on the name **""Stockpyl""",,FLAG,COMMIT,1,False,8,False
graded_s4_10_q2,S4,Stockpyl,0.9822629282091997,"The **Stockpyl** package is maintained by the **Python Packaging Authority (PyPA)**, which is a group of volunteers and contributors who work on various Python packaging tools and standards.

Stockpyl is a tool that helps with the creation and management of Python packages, particularly in the context of the **PEP",,COMMIT,COMMIT,1,False,8,False
graded_s4_11_q1,S4,Steampipe,0.03887125446115794,"Steampipe is an open-source tool used for **querying and managing infrastructure as code (IaC)**. It allows users to query cloud resources, such as those in **AWS, Azure, GCP, and others**, using a SQL-like language called **SQL**. This makes it easier to understand,",,COMMIT,COMMIT,1,False,9,False
graded_s4_11_q2,S4,Steampipe,0.06997195925740707,"Steampipe is developed by **Terraform Labs**, a company that also created **Terraform**, a popular infrastructure-as-code tool. Terraform Labs is known for building tools that help developers manage and provision infrastructure efficiently.

Steampipe is an open-source tool that allows users to query infrastructure and cloud resources using",,COMMIT,COMMIT,1,False,9,False
graded_s4_12_q1,S4,Zellij,0.2323633145643907,"Zellij is a **tiling terminal multiplexer**.

It is designed to provide a more modern and flexible alternative to traditional terminal multiplexers like **tmux** or **screen**. Instead of dividing the terminal into a grid of panes, Zellij uses a **tiling layout** that allows for more",,COMMIT,COMMIT,1,False,6,False
graded_s4_12_q2,S4,Zellij,0.14129377419595884,"Zellij is written in **Rust**.

It is a terminal multiplexer similar to `tmux` or `screen`, but built with a focus on performance and ease of use, leveraging Rust's capabilities for system-level programming and concurrency.",,COMMIT,COMMIT,1,False,6,False
graded_s4_13_q1,S4,QLever,0.9888621712908381,"QLever is not a type of engine in the traditional sense, such as an internal combustion engine or a turbine engine. Instead, QLever is a **knowledge base system** and **question-answering (QA) framework** developed by the **University of Leipzig** in Germany. It is designed for **",,COMMIT,COMMIT,1,False,6,False
graded_s4_13_q2,S4,QLever,0.9707656838158404,QLever was developed at the **University of Leipzig** in Germany. It is a semantic search engine that is part of the **Leipzig Semantic Web Group** and is built on the **Apache Jena** framework. QLever is designed for efficient querying of large knowledge graphs and is used in various research and application,,COMMIT,COMMIT,1,False,6,False
graded_s4_14_q1,S4,GS1 EPCIS 2.0,4.915378375436805e-05,"The **GS1 EPCIS 2.0** (Electronic Product Code Information Services) standard is used to **track and trace products** throughout the supply chain by capturing and sharing **event-based data** about the movement and status of products. It is a **global standard** for **product tracking and visibility**,",,COMMIT,COMMIT,3,True,13,False
graded_s4_14_q2,S4,GS1 EPCIS 2.0,0.0018735445192593367,"The EPCIS 2.0 standard was ratified in **2016**. 

EPCIS (Electronic Product Code Information Services) 2.0 is a standard developed by GS1 to support the tracking and tracing of products throughout the supply chain using RFID and other technologies. The ratification of E",,COMMIT,COMMIT,3,True,13,False
graded_s4_15_q1,S4,VDA 5050,6.53964714016413e-05,"The **VDA 5050** standard is used in the **automotive industry** to define the **requirements and specifications for the development and validation of software in vehicle systems**. It is part of the **VDA (Verband der Automobilindustrie)** standards, which are widely used in",,COMMIT,COMMIT,2,True,8,False
graded_s4_15_q2,S4,VDA 5050,0.0034093356475631506,"The VDA 5050 standard is published by the **Verband der Automobilindustrie (VDA)**, which is the **German Association of the Automotive Industry**.

VDA 5050 is a widely used standard in the automotive industry, particularly in the area of **planning",,COMMIT,COMMIT,2,True,8,False
graded_s4_16_q1,S4,Eclipse Sparkplug B,0.047959201224310806,"The **Eclipse Sparkplug B specification** is used for **secure, reliable, and interoperable communication between IoT (Internet of Things) devices and cloud platforms**, particularly in industrial and enterprise environments. It is part of the **Eclipse IoT** project, which is an open-source initiative aimed at developing standards and tools",,COMMIT,COMMIT,3,False,19,False
graded_s4_16_q2,S4,Eclipse Sparkplug B,0.6846061852759371,"Eclipse Sparkplug B is built on the **MQTT (Message Queuing Telemetry Transport)** protocol.

### Key Details:
- **MQTT** is a lightweight, publish/subscribe-based messaging protocol designed for use in low-bandwidth, high-latency, or unreliable networks.
- **Eclipse Sparkplug B",,COMMIT,COMMIT,3,False,19,False
graded_s4_17_q1,S4,DCSA Track & Trace standard,0.9520482072782598,"The **DCSA Track & Trace (T&T) standard** is a **global initiative** developed by the **Digital Container Shipping Association (DCSA)** to **standardize the tracking and tracing of containers** throughout the supply chain. It aims to improve **transparency, efficiency, and data interoperability** in container",,COMMIT,COMMIT,5,False,27,False
graded_s4_17_q2,S4,DCSA Track & Trace standard,0.9116357715150875,"The DCSA Track & Trace standard is published by the **Digital Container Shipping Association (DCSA)**.

DCSA is an industry association representing the world's leading container shipping companies. The Track & Trace standard is part of DCSA's efforts to improve transparency, efficiency, and data sharing across the global supply chain",,COMMIT,COMMIT,5,False,27,False
graded_s4_18_q1,S4,Asset Administration Shell (IEC 63278-1),0.010167166744059285,"The **Asset Administration Shell (AAS)** is a key concept in the **Industry 4.0** and **Industrial Internet of Things (IIoT)** standards, particularly within the **IEC 62443** and **IEC 62541** (OPC UA)",,COMMIT,COMMIT,5,True,40,False
graded_s4_18_q2,S4,Asset Administration Shell (IEC 63278-1),0.17311136449849285,"The **Asset Administration Shell (AAS)** is associated with the **Industry 4.0** industrial initiative.

**Industry 4.0** refers to the fourth industrial revolution, characterized by the integration of digital technologies into manufacturing and industrial processes. It emphasizes automation, data exchange, and connectivity across the value chain.",,COMMIT,COMMIT,5,True,40,False
graded_s4_19_q1,S4,GS1 Digital Link,0.004320917159934769,"The **GS1 Digital Link standard** is used to provide a **uniform, standardized way to access digital information** associated with **GS1 identifiers**, such as **GTINs (Global Trade Item Numbers)**, **GLNs (Global Location Numbers)**, and **GSRNs (Global Service Relationship Numbers)**.",,COMMIT,COMMIT,3,True,16,False
graded_s4_19_q2,S4,GS1 Digital Link,0.001983949814222761,"The GS1 Digital Link standard is published by **GS1**, an international organization that develops global standards for supply chain management and product identification.

GS1 Digital Link is a standard that enables the creation of a unique, persistent, and machine-readable link to digital content associated with a product or item. It is part of the",,COMMIT,COMMIT,3,True,16,False
graded_s4_1_q1,S4,Fero Labs,0.9995901816508043,"Fero Labs is a company that specializes in **AI-powered cybersecurity solutions**. They focus on developing advanced technologies to detect and respond to cyber threats in real time. Their products are designed to help organizations protect their digital assets from increasingly sophisticated cyber attacks.

Fero Labs' technology often includes:

- **AI and machine learning",,COMMIT,COMMIT,2,False,9,False
graded_s4_1_q2,S4,Fero Labs,0.9466865919205208,Fero Labs was founded in 2016.,,COMMIT,COMMIT,2,False,9,False
graded_s4_20_q1,S4,Rail Route,0.9784016774977541,"**Rail Route** is a **strategy and simulation game** that focuses on **railway management and logistics**. It is designed for players who enjoy planning, optimizing, and managing transportation networks.

### Key Features of Rail Route:
- **Railway Management**: Players take on the role of a railway operator, responsible for",,COMMIT,COMMIT,2,False,10,False
graded_s4_20_q2,S4,Rail Route,0.9582917671128197,"Rail Route entered early access in **2021**. It was initially released as a beta version on Steam in May 2021, allowing players to experience the game before its full release. The full version was later released in 2022.",,COMMIT,COMMIT,2,False,10,False
graded_s4_21_q1,S4,NIMBY Rails,0.8789778552625201,"""NIMBY Rails"" is not a widely recognized or officially published game title, and there is no prominent game by that exact name in mainstream gaming culture. It's possible that the name is a mix of two terms:

1. **NIMBY** – which stands for ""Not In My Backyard,"" a term",,FLAG,FLAG,2,False,11,False
graded_s4_21_q2,S4,NIMBY Rails,0.8085205018276493,"NIMBY Rails does not build its map from a real-world data source. Instead, it is a fictional or hypothetical project that is often used in discussions about **Not In My Backyard (NIMBY)** issues, particularly in the context of urban planning, environmental policy, and community resistance to new developments.

The",,FLAG,FLAG,2,False,11,False
graded_s4_22_q1,S4,Captain of Industry,0.6692144465983796,"**Captain of Industry** is a **management simulation game** that focuses on running a business or industry. It is often categorized as a **business simulation** or **management simulation** game, similar to other titles like *SimCity*, *Capitalism*, or *Railway Empire*.

### Key Features:
- **",,COMMIT,COMMIT,3,False,19,False
graded_s4_22_q2,S4,Captain of Industry,0.9037770345062934,"""Captain of Industry"" entered early access in **2021**. The game was developed by **Ludeon Studios** and was initially released in early access on **Steam** on **April 22, 2021**. It is a strategy game set in a steampunk-inspired",,COMMIT,COMMIT,3,False,19,False
graded_s4_23_q1,S4,Sweet Transit,0.9513846956140893,"**Sweet Transit** is a **simulation game** that focuses on **urban planning and transportation management**. It is a **strategy game** where players take on the role of a city planner or transportation manager, tasked with designing and managing a city's transit system.

### Key Features of Sweet Transit:
- **City Building",,COMMIT,COMMIT,2,False,13,False
graded_s4_23_q2,S4,Sweet Transit,0.9665353742740086,"""Sweet Transit"" is a board game designed by **David G. Chaffey** and published by **Cephalopod Games**. It is a light, fun, and thematic game that involves managing a transit system, with a focus on route planning and efficiency. The game was released in 20",,COMMIT,COMMIT,2,False,13,False
graded_s4_24_q1,S4,Plan B: Terraform,0.9990440775268858,"""Plan B: Terraform"" is a **strategy game** that focuses on **resource management, base building, and terraforming**. It is a **turn-based strategy game** where players take on the role of a colonist trying to survive and thrive on a hostile alien planet.

### Key Features of Plan B",,COMMIT,COMMIT,3,False,17,False
graded_s4_24_q2,S4,Plan B: Terraform,0.9802962169846088,"Plan B: Terraform entered early access in **2021**. It was announced as a game in development by the studio Plan B, with the early access phase starting in early 2021, allowing players to experience the game in its early development stages.",,COMMIT,COMMIT,3,False,17,False
graded_s4_25_q1,S4,Mashinky,0.024784390357536774,"**Mashinky** is a **transport simulation game** that focuses on **logistics and industrial management**. It is set in a fictional world where players take on the role of a **transportation manager** responsible for building and managing a network of **factories, railroads, and cargo ships** to transport",,COMMIT,COMMIT,1,False,8,False
graded_s4_25_q2,S4,Mashinky,0.006939349797704616,Mashinky entered early access in **2016**.,,COMMIT,COMMIT,1,False,8,False
graded_s4_26_q1,S4,Sailwind,0.9846117883732259,"**Sailwind** is a **3D open-world action-adventure game** developed by **Team17** and published by **Team17**. It is set in a vast, hand-crafted world filled with diverse environments, including islands, forests, deserts, and more. The game blends elements",,COMMIT,COMMIT,1,False,8,False
graded_s4_26_q2,S4,Sailwind,0.98883466754035,"""Sailwind"" is not a widely known or officially released video game, and there is no prominent studio associated with it in mainstream gaming history. It's possible that ""Sailwind"" could be a lesser-known indie game, a mod, or a project in development.

If you're referring to a specific game or",,FLAG,FLAG,1,False,8,False
graded_s4_27_q1,S4,Milk-V Duo,0.971875791660299,"The **Milk-V Duo** is a **USB-powered, dual-output video capture device** designed for capturing and streaming video content. It is primarily used in live streaming, video production, and content creation scenarios.

### Key Features of the Milk-V Duo:

- **Dual Output**: It has two video inputs (H",,COMMIT,COMMIT,2,False,10,False
graded_s4_27_q2,S4,Milk-V Duo,0.9944049694614434,"The Milk-V Duo uses the **ARM architecture**.

It is based on the **Rockchip RK3328** system-on-chip (SoC), which is an **ARM Cortex-A33** quad-core processor. This makes the Milk-V Duo a **64-bit ARM-based** device, suitable",,COMMIT,COMMIT,2,False,10,False
graded_s4_28_q1,S4,Banana Pi BPI-F3,0.030052257980173924,"The **Banana Pi BPI-F3** is a **single-board computer (SBC)**, similar in concept to the Raspberry Pi, but with some key differences in hardware and design. Here's a breakdown of its hardware type and specifications:

---

### 📌 **Type of Hardware:**
- **Single",,COMMIT,COMMIT,3,True,16,False
graded_s4_28_q2,S4,Banana Pi BPI-F3,0.03012366498873981,"The **Banana Pi BPI-F3** uses the **Allwinner H3** processor architecture.

### Key Details:
- **Processor**: Allwinner H3
- **Architecture**: ARM Cortex-A7
- **Clock Speed**: Up to 1.2 GHz
- **Core**: Single-core (some",,COMMIT,COMMIT,3,True,16,False
graded_s4_29_q1,S4,Sipeed Tang Nano 20K,0.9864546602741522,"The **Sipeed Tang Nano 20K** is a **low-cost, high-performance AI development board** based on the **Tang Nano 20K chip**, which is a **RISC-V architecture** processor. Here's a detailed breakdown of its hardware type and features:

---

### �",,COMMIT,COMMIT,4,True,20,False
graded_s4_29_q2,S4,Sipeed Tang Nano 20K,0.9911427876797523,"The Sipeed Tang Nano 20K is a development board based on the **Tang Nano 20K** chip, which is a **RISC-V architecture** chip developed by **Sipeed** (also known as **Sipeed Technology**).

### Key Details:
- **Architecture**:",,COMMIT,COMMIT,4,True,20,False
graded_s4_2_q1,S4,Optimal Dynamics,0.9998755457643151,"Optimal Dynamics serves the **automotive industry**, specifically focusing on **vehicle dynamics and control systems**. The company specializes in developing advanced software and hardware solutions for **active suspension systems**, **vehicle stability control**, and **driver assistance systems**. These technologies are used in both **passenger vehicles** and **commercial vehicles",,COMMIT,COMMIT,2,False,16,False
graded_s4_2_q2,S4,Optimal Dynamics,0.9980145206991736,Optimal Dynamics was founded in 1996.,,COMMIT,COMMIT,2,False,16,False
graded_s4_30_q1,S4,Turing Pi 2,0.9781668606337955,"The **Turing Pi 2** is a **single-board computer (SBC)** designed for **education, hobbyists, and developers** who want to explore **embedded systems, programming, and hardware interfacing**. It is a **low-cost, open-source** device that is often used in **STEM education",,COMMIT,COMMIT,3,True,11,False
graded_s4_30_q2,S4,Turing Pi 2,0.7472816078709889,"The **Turing Pi 2** is a development board based on the **Raspberry Pi 4** and is designed for AI and machine learning applications. It features a **NVIDIA Jetson Nano** compute module.

### Answer:
The **Turing Pi 2** can host **one** compute module —",,COMMIT,COMMIT,3,True,11,False
graded_s4_31_q1,S4,Pine64 Ox64,0.5134240050296425,"The **Pine64 Ox64** is a **single-board computer (SBC)**, similar in form factor to the Raspberry Pi, designed for a variety of computing and embedded applications. It is based on the **Allwinner H616** system-on-chip (SoC), which is a",,COMMIT,COMMIT,2,True,11,False
graded_s4_31_q2,S4,Pine64 Ox64,0.7759447548320874,"The **Pine64 Ox64** is a single-board computer (SBC) that uses the **Allwinner H6** processor.

### Key Details:
- **Processor**: Allwinner H6
- **Architecture**: **ARM Cortex-A53**
- **Number of Cores**: 4-core",,COMMIT,COMMIT,2,True,11,False
graded_s4_32_q1,S4,StarFive VisionFive 2,0.8514331520523649,"The **StarFive VisionFive 2** is a **single-board computer (SBC)**, specifically a **development board** based on the **RISC-V architecture**. It is designed for **AI, machine learning, and computer vision applications**.

### Key Features of the StarFive VisionFive 2:",,COMMIT,COMMIT,3,True,21,False
graded_s4_32_q2,S4,StarFive VisionFive 2,0.9520689709368017,"The **StarFive VisionFive 2** uses the **RISC-V** processor architecture.

Specifically, it features a **quad-core RISC-V CPU** based on the **RV64GC** instruction set, which is a 64-bit general-purpose variant of the RISC-V architecture. This CPU",,COMMIT,COMMIT,3,True,21,False
graded_s4_33_q1,S4,Follo Line (Blixtunnelen),0.06541338610576038,"The Follo Line railway connects **Oslo** and **Hønefoss** in Norway. It is a commuter rail line that runs through the region of Follo, providing transportation between the capital city and the town of Hønefoss, which is located in the county of Vestfold og Telem",,COMMIT,COMMIT,3,False,25,False
graded_s4_33_q2,S4,Follo Line (Blixtunnelen),0.004644087531877102,"The Follo Line opened in **2019**. It is a commuter rail line in Norway, connecting Oslo to the town of Drammen via the Follo area. The line was officially opened on **December 15, 2019**, and it significantly improved public transportation in the region.",,COMMIT,COMMIT,3,False,25,False
graded_s4_34_q1,S4,Randselva Bridge,0.8919992209211325,"The Randselva Bridge is located in Norway. It is a notable bridge in the Randselva river valley, near the town of Randsfjord in the county of Sogn og Fjordane.",,COMMIT,COMMIT,2,False,16,False
graded_s4_34_q2,S4,Randselva Bridge,0.988494721178132,"The Randselva Bridge in Norway is notable for its use of **prestressed concrete** construction method. This technique allows for the creation of longer and more durable bridges with reduced need for large piers, making it an efficient and innovative approach for bridge building at the time of its construction.

The bridge, which",,COMMIT,COMMIT,2,False,16,False
graded_s4_35_q1,S4,EIRSAT-1,0.18471716311581934,"EIRSAT-1 is the first satellite of **Ireland**. It was launched on November 15, 2023, as part of Ireland's national space program, marking a significant milestone in the country's space exploration efforts.",,COMMIT,COMMIT,1,True,8,False
graded_s4_35_q2,S4,EIRSAT-1,0.22564027210862275,"EIRSAT-1 was launched in **2023**. It is the first satellite developed by the Éireannach Satélite (EIRSAT) program, which is part of the University College Dublin's (UCD) School of Electrical Engineering. The satellite was launched as part of a European",,COMMIT,COMMIT,1,True,8,False
graded_s4_36_q1,S4,SuperBIT,0.03792016103836167,"SuperBIT is not an instrument in the traditional sense, but rather a **stratospheric balloon-borne observatory**. It is a type of **scientific platform** designed to carry and operate scientific instruments, particularly in the field of **astrophysics and astronomy**.

SuperBIT (Super Pressure Balloon Integrated Telescope",,COMMIT,COMMIT,1,False,8,False
graded_s4_36_q2,S4,SuperBIT,0.002896259595056778,"SuperBIT (Super Pressure Balloon) was designed to observe the universe in the **far-ultraviolet (FUV) wavelength range**. It is a balloon-borne telescope that aims to conduct astronomical observations from the stratosphere, above most of the Earth's atmosphere, which allows for clearer and more sensitive observations",,COMMIT,COMMIT,1,False,8,False
