stratum,entity,probe,flag,commit,n_tok,n_words,tok_per_word,chars_per_tok,frac_wordlike,has_digit,n_chars,frag,conventional,S,probe_resid
S4,Tanager-1,0.9827741812682,0.5,0.5,4,1,4.0,2.25,0.25,1,9,1,0,S4,0.5324398967473987
S4,The Gullspång Miracle,0.9957589672319225,0.0,1.0,7,3,2.3333333333333335,3.0,0.42857142857142855,0,21,1,0,S4,0.4905451189622042
S4,Tive,0.35998213986202504,0.0,1.0,2,1,2.0,2.0,0.5,0,4,1,0,S4,0.021689708109290273
S4,Turing Pi 2,0.8627242342523922,0.0,1.0,4,3,1.3333333333333333,2.75,0.25,1,11,1,0,S4,0.6446963320426102
S4,VDA 5050,0.0017373660594823706,0.0,1.0,7,2,3.5,1.1428571428571428,0.0,1,8,1,0,S4,-0.3126773252668692
S4,Verusen,0.9975287980203729,1.0,0.0,3,1,3.0,2.3333333333333335,0.3333333333333333,0,7,1,0,S4,0.5664648209406355
S4,Zellij,0.18682854438017474,0.0,1.0,2,1,2.0,3.0,0.5,0,6,1,0,S4,-0.18871313293435857
S4,frePPLe,0.0146954164820803,0.0,1.0,3,1,3.0,2.3333333333333335,0.3333333333333333,0,7,1,0,S4,-0.4163685605976571
S4,openTCS,0.0999430404545717,0.0,1.0,3,1,3.0,2.3333333333333335,0.3333333333333333,0,7,1,0,S4,-0.3311209366251657
S5,22G1,0.0312532633543014,1.0,0.0,5,1,5.0,0.8,0.0,1,4,1,0,S5,-0.4182923980362046
S5,3M,0.000131263906951,0.0,1.0,3,1,3.0,0.6666666666666666,0.0,1,2,1,0,S5,-0.17520818230747992
S5,APICS,0.0002331356372451,0.0,1.0,2,1,2.0,2.5,0.5,0,5,1,0,S5,-0.35668391889638895
S5,APICS CSCP,4.9391460379411e-06,0.0,1.0,4,2,2.0,2.5,0.5,0,10,1,0,S5,-0.41093971224241577
S5,Amazon,7.650074621778913e-06,0.0,1.0,1,1,1.0,6.0,1.0,0,6,0,1,S5,-0.5154560226072666
S5,Apple Inc.,2.172338281525299e-05,0.0,1.0,3,2,1.5,3.3333333333333335,0.6666666666666666,0,10,1,0,S5,-0.4289187481093597
S5,Bullwhip Effect,0.0002643005864229,0.0,1.0,4,2,2.0,3.75,0.5,0,15,1,0,S5,-0.457241907754279
S5,C-TPAT,8.114024240057915e-06,0.0,1.0,4,1,4.0,1.5,0.0,0,6,1,0,S5,-0.4261052608162204
S5,C.H. Robinson,0.0006311204051598,0.0,1.0,4,2,2.0,3.25,0.25,0,13,1,0,S5,-0.356853423538371
S5,CTPAT,1.0465601917530876e-05,0.0,1.0,3,1,3.0,1.6666666666666667,0.0,0,5,1,0,S5,-0.2976912922815917
S5,Cargill,0.0001713237143121,0.0,1.0,3,1,3.0,2.3333333333333335,0.6666666666666666,0,7,1,0,S5,-0.5394220421871211
S5,Caterpillar,4.258435365045443e-05,0.0,1.0,2,1,2.0,5.5,1.0,0,11,1,0,S5,-0.6314162900979229
S5,Coupa,0.0022802685853093,0.0,1.0,2,1,2.0,2.5,0.5,0,5,1,0,S5,-0.35463678594832476
S5,DHL,8.698724855094042e-06,0.0,1.0,2,1,2.0,1.5,0.0,0,3,1,0,S5,-0.15686502701443678
S5,DHL Supply Chain,0.0004218547207225333,0.0,1.0,4,3,1.3333333333333333,4.0,0.5,0,16,1,0,S5,-0.4306777121648591
S5,DuPont,1.74089364008978e-05,0.0,1.0,2,1,2.0,3.0,0.5,0,6,1,0,S5,-0.3755242683781324
S5,FedEx,2.092159411404282e-05,0.0,1.0,1,1,1.0,5.0,1.0,0,5,0,1,S5,-0.4781935055259758
S5,FedEx Express,1.961318776011467e-05,0.0,0.0,2,2,1.0,6.5,1.0,0,13,0,1,S5,-0.5880962791298472
S5,Foxconn,3.231094467537332e-07,0.0,1.0,2,1,2.0,3.5,1.0,0,7,1,0,S5,-0.5569600602185294
S5,Hapag-Lloyd,0.0042938981205224,0.0,1.0,5,1,5.0,2.2,0.2,0,11,1,0,S5,-0.6476314064567987
S5,IBM Sterling,0.0007989057921804,0.0,1.0,2,2,1.0,6.0,1.0,0,12,0,1,S5,-0.5686923637445276
S5,ISO 14001,4.818062677713897e-07,0.0,1.0,7,2,3.5,1.2857142857142858,0.14285714285714285,1,9,1,0,S5,-0.36624812552392466
S5,ISO 9001,2.4252939212487945e-07,0.0,1.0,6,2,3.0,1.3333333333333333,0.16666666666666666,1,8,1,0,S5,-0.3084643253252387
S5,Intel,4.740597944419278e-06,0.0,1.0,1,1,1.0,5.0,1.0,0,5,0,1,S5,-0.4782096865221454
S5,Intel Core i9,6.5952431214100216e-06,0.0,1.0,4,3,1.3333333333333333,3.25,0.5,1,13,1,0,S5,-0.3180429713638316
S5,Intel Corporation,7.705434086346941e-07,0.0,1.0,2,2,1.0,8.5,1.0,0,17,0,1,S5,-0.6626136128977959
S5,Kuehne+Nagel,0.0048023406416177,0.0,0.0,7,1,7.0,1.7142857142857142,0.0,0,12,1,0,S5,-0.8331524890424096
S5,Lineage Logistics,0.16630113311111924,0.0,1.0,3,2,1.5,5.666666666666667,1.0,0,17,1,0,S5,-0.4580836335136148
S5,Lloyds Register,1.5733810869278386e-05,0.0,1.0,4,2,2.0,3.75,0.5,0,15,1,0,S5,-0.4574904745298326
S5,Maersk,6.039932031853823e-06,0.0,1.0,3,1,3.0,2.0,0.3333333333333333,0,6,1,0,S5,-0.4186415219604393
S5,McKesson,7.638712850166485e-05,0.0,1.0,2,1,2.0,4.0,1.0,0,8,1,0,S5,-0.5755086189803738
S5,NCR Counterpoint,0.0954388380050659,0.0,1.0,4,2,2.0,4.0,0.5,0,16,1,0,S5,-0.3713796817260856
S5,Nike,6.452155503211543e-06,0.0,1.0,1,1,1.0,4.0,1.0,0,4,0,1,S5,-0.4409587294027881
S5,Nucor,0.0002601323649287,0.0,1.0,3,1,3.0,1.6666666666666667,0.0,0,5,1,0,S5,-0.2974416255185805
S5,Optoro,0.0854187905788421,0.0,1.0,2,1,2.0,3.0,1.0,0,6,1,0,S5,-0.4529169699682348
S5,Oracle SCM,0.000126908882521,0.0,1.0,2,2,1.0,5.0,1.0,0,10,0,1,S5,-0.5321151150923885
S5,Pfizer,7.772983735776506e-06,0.0,1.0,1,1,1.0,6.0,1.0,0,6,0,1,S5,-0.5154558996981526
S5,Port of Rotterdam,4.443271245690994e-05,0.0,1.0,3,3,1.0,5.666666666666667,0.6666666666666666,0,17,0,1,S5,-0.5025286296701088
S5,Prologis,0.00412029447034,0.0,1.0,3,1,3.0,2.6666666666666665,0.6666666666666666,0,8,1,0,S5,-0.5478894866183593
S5,RFID tag,4.5380038500297815e-05,0.0,0.0,2,2,1.0,4.0,1.0,0,8,0,1,S5,-0.49494739837461066
S5,Resilinc,0.23455117270350456,0.0,1.0,3,1,3.0,2.6666666666666665,0.6666666666666666,0,8,1,0,S5,-0.3174586083851948
S5,Rotterdam,5.299180429574335e-06,0.0,1.0,1,1,1.0,9.0,1.0,0,9,0,1,S5,-0.6272061101868545
S5,SAP ERP,3.660171842057025e-06,0.0,1.0,2,2,1.0,3.5,1.0,0,7,0,1,S5,-0.47636449546036963
S5,SAP EWM,5.081616473034956e-05,0.0,1.0,3,2,1.5,2.3333333333333335,0.3333333333333333,0,7,1,0,S5,-0.28311102094395024
S5,SAP Integrated Business Planning,0.0003287487779743,0.0,1.0,4,4,1.0,8.0,1.0,0,32,0,1,S5,-0.7517162055919703
S5,SCOR model,3.887592720275279e-05,0.0,1.0,3,2,1.5,3.3333333333333335,0.3333333333333333,0,10,1,0,S5,-0.3203722067432764
S5,Smurfit Kappa,0.0001837116869864,0.0,1.0,5,2,2.5,2.6,0.4,0,13,1,0,S5,-0.44923695988643064
S5,Sony,1.23325389722595e-05,0.0,1.0,1,1,1.0,4.0,1.0,0,4,0,1,S5,-0.440952849019319
S5,Suez Canal,1.3092988410789984e-05,0.0,1.0,3,2,1.5,3.3333333333333335,0.6666666666666666,0,10,1,0,S5,-0.42892737850376417
S5,Thermo King,0.0003244417312089,0.0,1.0,3,2,1.5,3.6666666666666665,0.6666666666666666,0,11,1,0,S5,-0.4410324449482323
S5,Toyota,1.0055732673208697e-05,0.0,1.0,1,1,1.0,6.0,1.0,0,6,0,1,S5,-0.5154536169492152
S5,Trans-Alaska Pipeline,5.916199825151125e-06,0.0,1.0,4,2,2.0,5.25,0.75,0,21,1,0,S5,-0.5947712020998465
S5,Trans-Alaska Pipeline System,9.22980034374632e-05,0.0,1.0,5,3,1.6666666666666667,5.6,0.8,0,28,1,0,S5,-0.6331557865707429
S5,Trans-Siberian Railway,5.4740816267440096e-05,0.0,1.0,5,2,2.5,4.4,0.8,0,22,1,0,S5,-0.646649839354422
S5,UPS,9.801356100069825e-06,0.0,1.0,1,1,1.0,3.0,1.0,0,3,0,1,S5,-0.4037061346403927
S5,Union Pacific Railroad,0.0011512909550219,0.0,1.0,3,3,1.0,7.333333333333333,1.0,0,22,0,1,S5,-0.6720332361855705
S5,Walmart,5.204601620789617e-06,0.0,1.0,1,1,1.0,7.0,1.0,0,7,0,1,S5,-0.5527077136420662
S5,Zara,4.583271038427483e-05,0.0,1.0,2,1,2.0,2.0,0.5,0,4,1,0,S5,-0.3382465990423505
